?x	?p	?y
<http://purl.obolibrary.org/obo/IAO_0000309>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000308>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000060>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000269>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/OBI_0000659>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000011>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000369>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0060006>
<http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25463>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000027>
<http://purl.obolibrary.org/obo/CHEBI_36358>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_24870>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000082>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000424>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000465>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000226>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000022>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<http://purl.obolibrary.org/obo/CHEBI_25699>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_24870>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000394>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/IAO_0000015>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/PATO_0001546>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/PATO_0002198>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000580>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000318>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000316>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000389>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/OBI_0000017>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000398>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000342>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000489>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000027>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000221>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000339>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000040>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_1000039>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000472>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000070>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000033>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000552>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000296>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33415>
<http://purl.obolibrary.org/obo/OBI_0200042>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0200175>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000324>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_59999>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000594>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000533>
<http://purl.obolibrary.org/obo/IAO_0000078>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000102>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000385>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000273>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000323>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000316>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000027>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/OBI_0000094>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000011>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000569>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/CHEBI_33304>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33675>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000216>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000464>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/NCIT_C17157>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000123>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000143>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020148>
<http://purl.obolibrary.org/obo/NCIT_C65109>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000003>
<http://purl.obolibrary.org/obo/NCIT_C154897>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000331>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000559>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000463>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER1000031>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000330>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_59999>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000145>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_24431>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000304>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000303>
<http://purl.obolibrary.org/obo/NCIT_C55826>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000085>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000011>
<http://purl.obolibrary.org/obo/OBI_0000946>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<http://purl.obolibrary.org/obo/CHEBI_22563>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_24870>
<http://purl.obolibrary.org/obo/CHEBI_33302>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33675>
<http://purl.obolibrary.org/obo/PATO_0000052>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/OBI_0000707>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0200000>
<http://purl.obolibrary.org/obo/CHEBI_50812>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33415>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000378>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000202>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000302>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000205>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000436>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/CHEBI_25699>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_50860>
<http://purl.obolibrary.org/obo/OBI_0000070>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000011>
<http://purl.obolibrary.org/obo/NCIT_C19579>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/NCIT_C69088>
<http://purl.obolibrary.org/obo/CHEBI_33273>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_22563>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000387>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/IAO_0000184>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000038>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000090>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000466>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000640>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<http://purl.obolibrary.org/obo/CHEBI_84292>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_84291>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000492>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000030>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000439>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000008>
<http://purl.obolibrary.org/obo/OBI_0000457>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000094>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000520>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000018>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000024>
<http://purl.obolibrary.org/obo/IAO_0000101>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000308>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000397>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000063>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000015>
<http://purl.obolibrary.org/obo/OBI_0000047>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000040>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000453>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000042>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000438>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020148>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000134>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000046>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/OBI_0100051>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000040>
<http://purl.obolibrary.org/obo/CHEBI_24532>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33832>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000164>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000031>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000008>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000356>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0060006>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000308>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_60003>
<http://purl.obolibrary.org/obo/NCIT_C25518>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<http://purl.obolibrary.org/obo/CHEBI_33247>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_24433>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000534>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000272>
<http://purl.obolibrary.org/obo/NCIT_C111096>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000049>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/MS_1000231>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<http://www.w3.org/ns/sosa/Sensor>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000195>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000516>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0001025>
<http://purl.obolibrary.org/obo/CHEBI_35489>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33261>
<http://purl.obolibrary.org/obo/CHEBI_68452>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_38179>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000341>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000367>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000602>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000525>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000019>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000261>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33521>
<http://purl.obolibrary.org/obo/DIGITRUBBER1000030>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000029>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000089>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0060006>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000017>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000441>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000276>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020101>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000077>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0060006>
<http://purl.obolibrary.org/obo/OBI_0200041>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0200175>
<http://purl.obolibrary.org/obo/CHEBI_38418>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_48901>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000390>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000130>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000023>
<https://w3id.org/pmd/co/PMD_0001025>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0000011>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000002>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0000003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000009>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_60004>
<http://purl.obolibrary.org/obo/OBI_0200051>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/OBI_0200050>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000462>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER1000031>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000340>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000316>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_60003>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000059>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.dataone.org/odo/ECSO_00001120>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000632>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000623>
<http://purl.obolibrary.org/obo/CHMO_0002820>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000227>
<http://purl.obolibrary.org/obo/PATO_0001739>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000427>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000030>
<http://edamontology.org/data_2140>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000386>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0060006>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000215>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000100>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020148>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000623>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/CHEBI_33285>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_50860>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000435>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_1000074>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000033>
<http://purl.obolibrary.org/obo/NCIT_C48367>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/IAO_0000030>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000297>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_33415>
<http://purl.obolibrary.org/obo/OBI_0000387>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/BFO_0000034>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000400>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000593>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/DIGITRUBBER_000533>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000273>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_60004>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000565>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000568>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<https://w3id.org/pmd/co/PMD_0020131>
<http://purl.obolibrary.org/obo/DIGITRUBBER_000334>	<http://www.w3.org/2000/01/rdf-schema#subClassOf>	<http://purl.obolibrary.org/obo/CHEBI_60003>
